,EVENT_ID,osm,forest,forest_year
3025,175724,2,0,8
3026,175725,1,0,8
3027,170338,20,0,8
3028,176102,7,0,7
3029,176103,3,0,8
3030,168236,8,0,8
3031,168497,8,0,8
3032,174646,59,0,8
3033,174645,104,0,8
3034,176052,69,0,8
3035,171961,4,0,8
3036,172539,6,0,8
3037,168392,3,0,8
3038,158391,9,-1,-1
3039,159545,6,0,8
3040,175452,12,0,8
3041,175484,10,0,8
3042,168999,7,0,8
3043,175824,5,0,8
3044,175837,5,0,8
3045,175843,5,0,8
3046,175856,1,0,8
3047,175880,11,0,8
3048,173886,7,0,5
3049,173887,11,0,5
3050,173747,5,0,6
3051,171963,1,0,8
3052,171966,4,0,8
3053,161828,4,0,8
3054,172866,4,0,8
3055,160461,5,0,0
3056,172801,8,0,8
3057,175931,1,0,0
3058,165022,2,0,8
3059,165034,5,0,8
3060,165037,6,0,8
3061,175983,0,0,8
3062,174636,9,0,8
3063,176053,196,0,8
3064,176333,18,0,6
3065,171984,2,0,8
3066,171986,9,0,8
3067,159548,51,0,8
3068,159550,0,0,8
3069,175932,17,0,6
3070,175797,5,0,8
3071,175774,11,0,8
3072,175775,1,0,8
3073,170343,1,0,8
3074,176329,1,0,8
3075,176328,1,0,8
3076,193012,13,0,7
3077,174641,1,0,8
3078,176051,7,0,8
3079,176054,22,0,8
3080,176050,1,0,8
3081,166911,6,0,8
3082,159551,32,0,8
3083,170397,31,0,8
3084,170398,206,0,8
3085,176113,326,0,7
3086,176114,12,0,7
3087,172577,2,0,8
3088,172090,8,0,8
3089,172092,4,0,8
3090,172093,4,0,8
3091,176922,25,0,8
3092,176383,1,0,4
3093,165036,13,0,7
3094,177179,104,0,8
3095,177221,5,0,8
3096,192574,3,0,8
3097,161792,4,0,8
3098,172725,2,0,8
3099,169965,44,0,8
3100,169969,3,0,8
3101,177974,316,0,8
3102,169769,0,0,8
3103,171503,144,0,8
3104,158428,2,0,8
3105,169778,6,0,8
3106,169780,5,0,8
3107,170355,12,0,7
3108,170356,30,0,7
3109,177921,6,0,8
3110,179136,80,0,8
3111,169772,1,0,8
3112,169774,1,0,8
3113,169781,5,0,8
3114,170071,2,0,6
3115,170073,2,0,6
3116,170075,2,0,6
3117,173993,5,0,8
3118,170058,11,0,0
3119,170060,56,0,8
3120,170063,7,0,4
3121,172653,1,0,8
3122,172661,7,0,8
3123,171435,83,0,8
3124,178107,38,0,8
3125,170466,26,0,8
3126,170059,7,0,5
3127,170046,7,0,8
3128,170257,1,0,8
3129,170270,4,0,7
3130,170283,4,0,6
3131,169279,2,0,0
3132,169281,2,0,6
3133,168105,10,0,8
3134,170319,86,0,7
3135,170594,19,0,8
3136,171348,27,0,8
3137,173136,6,0,8
3138,171031,1945,0,8
3139,177056,137,0,8
3140,177540,4,0,7
3141,177231,2,0,8
3142,177252,2,0,8
3143,171356,309,0,8
3144,171284,297,0,8
3145,171842,22,0,8
3146,169726,4,0,8
3147,169847,142,0,8
3148,177529,4,0,7
3149,178017,36,0,8
3150,173722,14,0,8
3151,177165,375,0,8
3152,177299,7,0,8
3153,177322,218,0,8
3154,172001,6,0,8
3155,169791,2,0,8
3156,169792,1,0,8
3157,192540,4,0,8
3158,169258,0,0,8
3159,169260,9,0,7
3160,171409,1201,0,8
3161,175539,20,0,8
3162,177276,2,0,8
3163,171227,278,0,8
3164,176697,16,0,8
3165,176717,6,0,8
3166,177321,12,0,8
3167,176986,1,0,8
3168,176987,2,0,8
3169,174678,940,0,8
3170,176966,264,0,8
3171,176969,143,0,8
3172,176970,242,0,8
3173,177920,69,0,8
3174,175667,26,0,7
3175,178002,9,0,1
3176,176999,7,0,8
3177,177132,162,0,8
3178,157707,1,0,7
3179,157710,11,0,8
3180,163345,57,0,8
3181,163346,76,0,8
3182,158573,4,0,8
3183,169427,75,0,8
3184,172619,3,0,8
3185,174445,15,0,8
3186,171094,556,0,8
3187,171097,547,0,8
3188,169957,6,0,8
3189,173997,33,0,8
3190,173934,1,0,8
3191,175655,7,0,7
3192,175654,57,0,2
3193,172620,1,0,8
3194,173945,7,0,8
3195,174012,5,0,8
3196,173627,8,0,0
3197,171088,7,0,8
3198,171089,73,0,8
3199,171096,319,0,8
3200,171099,227,0,8
3201,174257,5,0,6
3202,174260,7,0,8
3203,174289,8,0,0
3204,174332,0,0,0
3205,174334,0,0,0
3206,173915,103,0,8
3207,173921,5,0,8
3208,173925,5,0,8
3209,173930,2,0,8
3210,173933,4,0,8
3211,173980,60,0,8
3212,172624,15,0,7
3213,173963,1,0,8
3214,174027,3,0,8
3215,174534,8,0,8
3216,171090,471,0,8
3217,171091,29,0,8
3218,169219,25,0,8
3219,174059,5,0,8
3220,175324,3,0,8
3221,174014,0,0,8
3222,174293,3,0,0
3223,174425,2,0,8
3224,171084,891,0,7
3225,171085,681,0,8
3226,173893,2,0,8
3227,173894,56,0,8
3228,175079,905,0,8
3229,174254,5,0,8
3230,174251,21,0,0
3231,174256,5,0,6
3232,174307,6,0,0
3233,174310,5,0,5
3234,170491,8,0,8
3235,171479,0,0,8
3236,172094,2,0,0
3237,171067,1741,0,8
3238,171068,917,0,8
3239,174246,0,0,0
3240,174345,7,0,6
3241,174597,2,0,7
3242,174596,479,0,8
3243,170561,7,0,8
3244,173746,24,0,7
3245,171078,1904,0,8
3246,174181,249,0,8
3247,173892,3,0,8
3248,174248,4,0,0
3249,174250,13,0,0
3250,174339,1,0,6
3251,175232,3,0,7
3252,174707,1,0,8
3253,174708,8,0,7
3254,174304,3,0,7
3255,174598,9,0,8
3256,174567,11,0,8
3257,175084,7,0,7
3258,169779,15,0,8
3259,174243,3,0,0
3260,174245,5,0,0
3261,174247,5,0,0
3262,175281,4,0,8
3263,174340,6,0,5
3264,174343,7,0,6
3265,174578,561,0,7
3266,174580,250,0,8
3267,174218,2,0,6
3268,169441,4,0,8
3269,174227,7,0,6
3270,174229,6,0,0
3271,174232,10,0,0
3272,174238,2,0,0
3273,175301,20,0,7
3274,174335,3,0,8
3275,174336,10,0,0
3276,174337,8,0,0
3277,171112,20,0,8
3278,174001,95,0,3
3279,174223,7,0,7
3280,174225,3,0,8
3281,174231,7,0,3
3282,174233,0,0,0
3283,174314,14,0,0
3284,174241,14,0,0
3285,174320,11,0,7
3286,174325,141,0,5
3287,175080,460,0,8
3288,175132,24,0,8
3289,175645,76,0,8
3290,167356,26,0,5
3291,171478,2,0,8
3292,174217,4,0,0
3293,174224,11,0,8
3294,174242,5,0,0
3295,174282,7,0,6
3296,174313,3,0,7
3297,174315,6,0,0
3298,174317,5,0,5
3299,175227,31,0,7
3300,174331,0,0,0
3301,172659,3,0,8
3302,172410,14,0,8
3303,174570,14,0,8
3304,174576,3,0,5
3305,171104,39,0,7
3306,171109,1037,0,8
3307,171110,20,0,8
3308,160982,669,0,8
3309,169784,1,0,8
3310,174501,5,0,8
3311,157702,3,0,7
3312,156767,9,0,6
3313,162843,4,0,8
3314,157705,2,0,0
3315,156777,0,0,8
3316,156779,3,0,8
3317,157709,1,0,7
3318,162845,3,0,8
3319,163122,80,0,8
3320,163123,9,0,8
3321,164216,12,0,8
3322,173663,2,0,6
3323,174220,3,0,8
3324,159325,11,0,7
3325,157712,6,0,4
3326,164236,69,0,8
3327,163106,6,0,5
3328,157713,7,0,8
3329,156739,7,0,8
3330,156742,4,0,8
3331,156743,4,0,8
3332,157706,2,0,0
3333,162760,7,0,8
3334,173914,3,0,0
3335,173929,100,0,8
3336,172085,2,0,8
3337,179147,5,0,8
3338,179149,8,0,8
3339,184207,18,0,8
3340,169759,36,0,7
3341,169787,394,0,7
3342,169789,9,0,8
3343,183830,5,0,8
3344,181007,65,0,8
3345,176068,3,0,8
3346,176069,33,0,8
3347,173743,42,0,8
3348,180335,1,0,8
3349,180383,27,0,8
3350,180390,8,0,8
3351,180994,1904,0,8
3352,182161,18,0,8
3353,176071,1,0,8
3354,176066,1,0,8
3355,176072,0,0,8
3356,176073,1,0,8
3357,180391,21,0,8
3358,182508,0,0,8
3359,182176,2,0,8
3360,182535,3,0,8
3361,183465,5,0,8
3362,184360,269,0,8
3363,179198,5,0,8
3364,176861,44,0,1
3365,183613,607,0,7
3366,172123,4,0,8
3367,180344,4,0,8
3368,180954,223,0,8
3369,179202,3,0,5
3370,179205,10,0,8
3371,184184,28,0,8
3372,184186,3,0,8
3373,181207,204,0,8
3374,181209,428,0,8
3375,181206,8,0,8
3376,180969,259,0,8
3377,183823,21,0,8
3378,184355,18,0,8
3379,183732,4,0,8
3380,183733,22,0,8
3381,182839,720,0,8
3382,183634,13,0,7
3383,182159,4,0,8
3384,176080,2,0,8
3385,176075,4,0,8
3386,176090,2,0,8
3387,176091,4,0,8
3388,181215,178,0,8
3389,180394,4,0,8
3390,184220,264,0,8
3391,183462,4,0,0
3392,183464,88,0,8
3393,183468,15,0,8
3394,176081,2,0,8
3395,176078,1,0,8
3396,176082,6,0,8
3397,176083,10,0,8
3398,172128,11,0,8
3399,169794,19,0,8
3400,169798,16,0,8
3401,180377,5,0,8
3402,181247,6,0,8
3403,184222,16,0,8
3404,184223,31,0,8
3405,184224,4,0,8
3406,184225,3,0,8
3407,183802,93,0,8
3408,176866,299,0,8
3409,180392,3,0,8
3410,176062,1,0,8
3411,176058,21,0,8
3412,179210,3,0,8
3413,179217,5,0,8
3414,181212,226,0,8
3415,181214,165,0,8
3416,181216,710,0,8
3417,178932,7,0,7
3418,180395,0,0,8
3419,180401,0,0,8
3420,180356,7,0,8
3421,180399,8,0,8
3422,176067,4,0,8
3423,172113,2,0,8
3424,172115,6,0,8
3425,172116,16,0,8
3426,176827,41,0,8
3427,184208,66,0,8
3428,184209,3,0,8
3429,184210,5,0,8
3430,165335,8,0,0
3431,165341,3,0,8
3432,179178,5,0,8
3433,176828,2506,0,6
3434,184379,0,0,8
3435,176088,3,0,8
3436,176048,6,0,8
3437,176061,6,0,8
3438,176064,4,0,8
3439,180996,5,0,8
3440,176860,1831,0,8
3441,185304,72,0,8
3442,182554,10,0,8
3443,184198,458,0,8
3444,184199,513,0,8
3445,184201,212,0,8
3446,184204,117,0,8
3447,184226,2,0,8
3448,184227,2,0,8
3449,183493,2,0,3
3450,172075,8,0,8
3451,172076,1,0,8
3452,172077,10,0,8
3453,184855,55,0,8
3454,172118,4,0,8
3455,184212,2,0,8
3456,172079,4,0,8
3457,184385,2,0,0
3458,184389,0,0,8
3459,184728,12,0,8
3460,163415,12,0,0
3461,172119,10,0,8
3462,172126,5,0,8
3463,176060,4,0,8
3464,184214,15,0,8
3465,184215,38,0,8
3466,184219,1,0,8
3467,181003,8,0,8
3468,181006,4,0,8
3469,181012,4,0,8
3470,176084,3,0,8
3471,176085,3,0,8
3472,184196,127,0,8
3473,181020,3,0,8
3474,181023,1,0,8
3475,181025,3,0,8
3476,176086,2,0,8
3477,169744,126,0,8
3478,180997,794,0,8
3479,180959,1027,0,8
3480,180967,160,0,8
3481,185534,232,0,8
3482,185555,0,0,0
3483,181810,81,0,8
3484,185382,33,0,8
3485,181145,139,0,8
3486,179255,226,0,8
3487,185489,76,0,8
3488,185352,1,0,7
3489,184659,8,0,7
3490,183790,3,0,8
3491,183791,7,0,8
3492,185501,270,0,8
3493,177975,105,0,8
3494,168013,0,0,8
3495,181570,13,0,8
3496,181574,5,0,8
3497,181575,0,0,8
3498,181577,11,0,8
3499,181589,6,0,8
3500,183781,3,0,8
3501,181210,231,0,8
3502,168010,5,0,0
3503,168014,47,0,7
3504,179008,408,0,8
3505,183080,4,0,8
3506,183078,194,0,8
3507,183079,478,0,8
3508,182807,3,0,0
3509,182810,5,0,4
3510,184947,19,0,8
3511,179387,10,0,0
3512,183662,88,0,8
3513,182813,8,0,1
3514,182815,1,0,1
3515,184652,7,0,8
3516,185030,107,0,8
3517,185014,389,0,8
3518,185017,346,0,8
3519,183037,2,0,5
3520,183724,410,0,8
3521,182882,6,0,8
3522,182885,10,0,7
3523,178890,324,0,8
3524,178892,54,0,8
3525,171980,3,0,8
3526,174608,25,0,7
3527,185041,140,0,8
3528,183772,5,0,8
3529,185558,0,0,0
3530,179800,214,0,8
3531,185088,57,0,8
3532,197852,10,0,8
3533,185045,33,0,8
3534,185178,17,0,8
3535,182427,523,0,8
3536,179550,3,0,7
3537,184754,3,0,6
3538,184758,3,0,8
3539,183775,3,0,8
3540,186567,38,0,8
3541,185504,58,0,7
3542,185505,240,0,7
3543,177247,0,0,8
3544,185180,17,0,8
3545,185211,116,0,8
3546,173564,16,0,7
3547,176065,4,0,8
3548,185353,7,0,0
3549,185354,2,0,8
3550,183782,6,0,8
3551,183783,9,0,8
3552,183784,12,0,8
3553,183787,68,0,8
3554,183789,24,0,8
3555,181005,418,0,8
3556,178038,16,0,8
3557,178885,140,0,8
3558,184943,78,0,8
3559,183312,8,0,8
3560,183329,12,0,8
3561,183331,32,0,8
3562,185499,1412,0,6
3563,185472,0,0,8
3564,178887,156,0,8
3565,184657,0,0,8
3566,184667,0,0,8
3567,181673,7,0,7
3568,181676,7,0,7
3569,181662,1,0,6
3570,181666,3,0,0
3571,179372,3,0,8
3572,185496,270,0,8
3573,168987,3,0,8
3574,176619,1,0,4
3575,185351,1,0,0
3576,176079,4,0,8
3577,184730,3,0,4
3578,182225,926,0,7
3579,182269,256,0,8
3580,182266,80,0,8
3581,181461,74,0,8
3582,181571,4,0,8
3583,180085,3,0,8
3584,179837,4,0,8
3585,170543,0,0,4
3586,179813,1,0,8
3587,176087,2,0,8
3588,183792,8,0,8
3589,183793,7,0,8
3590,178340,2329,0,8
3591,182203,140,0,8
3592,178341,1164,0,8
3593,178342,807,0,8
3594,178344,44,0,8
3595,179780,20,0,8
3596,178303,426,0,8
3597,182342,11,0,8
3598,182345,643,0,8
3599,182241,87,0,8
3600,182319,4,0,8
3601,182333,9,0,8
3602,180182,600,0,8
3603,180185,1040,0,8
3604,179817,22,0,8
3605,179825,5,0,8
3606,182340,285,0,8
3607,178301,11,0,8
3608,178302,701,0,8
3609,177072,839,0,8
3610,179520,35,0,8
3611,179521,5,0,8
3612,180204,2135,0,8
3613,180194,284,0,8
3614,177075,2,0,8
3615,179529,28,0,8
3616,179976,117,0,8
3617,178339,966,0,8
3618,178343,568,0,8
3619,178428,14,0,8
3620,176855,18,0,0
3621,178353,227,0,8
3622,179414,559,0,7
3623,181325,155,0,8
3624,179519,18,0,8
3625,178345,965,0,8
3626,180956,316,0,8
3627,180964,228,0,8
3628,172071,6,0,8
3629,176503,211,0,8
3630,183034,279,0,8
3631,176059,3,0,8
3632,177967,1954,0,8
3633,172067,36,0,8
3634,172069,113,0,8
3635,172130,8,0,8
3636,180742,1636,0,8
3637,182312,229,0,8
3638,182337,104,0,7
3639,179407,31,0,8
3640,179411,197,0,8
3641,179776,5,0,0
3642,179779,58,0,7
3643,172072,3,0,8
3644,172081,4,0,8
3645,165863,10,0,5
3646,180184,600,0,8
3647,184195,242,0,8
3648,179801,1,0,8
3649,177131,1473,0,8
3650,182316,106,0,8
3651,182318,198,0,8
3652,184767,17,0,8
3653,179775,20,0,8
3654,181445,9,0,8
3655,168338,4,0,8
3656,168339,9,0,8
3657,180181,159,0,8
3658,183041,541,0,8
3659,183337,10,0,8
3660,196407,3,0,8
3661,172066,3,0,8
3662,180180,99,0,7
3663,176063,0,0,8
3664,169960,6,0,8
3665,170483,5,0,8
3666,169563,2,0,8
3667,173218,6,0,7
3668,171685,4,0,8
3669,171955,0,0,8
3670,169725,181,0,8
3671,169729,10,0,8
3672,172018,78,0,8
3673,172019,7,0,8
3674,172021,7,0,8
3675,172026,3,0,8
3676,165817,1836,0,7
3677,165823,254,0,8
3678,166060,12,0,8
3679,170030,0,0,3
3680,168324,1,0,8
3681,168325,2,0,6
3682,158986,5,0,8
3683,167668,14,0,8
3684,167669,4,0,8
3685,169721,31,0,8
3686,171991,509,0,8
3687,172014,5,0,8
3688,169743,1,0,8
3689,176798,8,0,6
3690,183235,6,0,8
3691,170034,136,0,8
3692,170036,3,0,6
3693,170037,4,0,7
3694,169724,0,0,8
3695,169187,29,0,0
3696,165556,10,0,8
3697,165562,3,0,8
3698,165565,17,0,8
3699,165604,48,0,8
3700,183657,60,0,8
3701,162639,8,0,8
3702,165610,44,0,8
3703,170507,23,0,8
3704,162640,11,0,7
3705,162642,11,0,8
3706,170176,27,0,8
3707,170196,3,0,8
3708,172064,55,0,8
3709,172070,4,0,8
3710,172073,2,0,8
3711,169564,9,0,8
3712,169565,15,0,8
3713,169566,2,0,8
3714,170479,46,0,8
3715,162645,22,0,7
3716,170494,4,0,8
3717,170495,952,0,8
3718,171240,16,0,8
3719,171241,5,0,7
3720,172074,11,0,8
3721,173083,11,0,1
3722,166593,8,0,3
3723,169567,9,0,8
3724,169568,5,0,8
3725,169569,6,0,8
3726,169570,9,0,8
3727,169572,3,0,6
3728,170486,797,0,8
3729,170488,124,0,8
3730,166597,3,0,6
3731,170490,124,0,8
3732,170492,405,0,8
3733,169589,9,0,8
3734,169590,512,0,8
3735,169591,232,0,8
3736,169592,496,0,8
3737,169606,8,0,7
3738,170521,779,0,8
3739,169753,171,0,8
3740,179408,5,0,0
3741,171657,666,0,8
3742,169573,4,0,7
3743,169574,719,0,7
3744,173089,17,0,8
3745,166622,5,0,6
3746,166599,114,0,8
3747,169575,2,0,8
3748,169576,0,0,6
3749,169578,2,0,8
3750,169581,7,0,7
3751,169612,252,0,8
3752,169613,33,0,7
3753,163400,0,-1,-1
3754,169765,305,0,8
3755,158975,2,0,8
3756,158978,2,0,5
3757,173094,10,0,8
3758,173132,53,0,8
3759,173133,10,0,8
3760,169582,259,0,8
3761,169586,7,0,8
3762,169587,49,0,8
3763,159098,0,-1,-1
3764,171040,27,0,8
3765,171074,58,0,8
3766,158984,0,0,8
3767,169745,3,0,8
3768,168321,8,0,7
3769,168323,8,0,7
3770,170184,3,0,6
3771,170874,10,0,2
3772,158980,0,0,7
3773,158982,1,0,4
3774,159413,0,-1,-1
3775,171060,5,0,8
3776,158987,4,0,7
3777,158988,1,0,8
3778,170195,1,0,8
3779,166773,10,0,5
3780,171837,13,0,8
3781,172017,2,0,8
3782,169746,134,0,8
3783,169750,198,0,8
3784,165641,249,0,8
3785,165645,44,0,8
3786,183455,301,0,8
3787,169748,2,0,8
3788,169755,117,0,8
3789,169757,273,0,8
3790,172726,1,0,8
3791,171649,752,0,8
3792,171671,4185,0,8
3793,169962,15,0,8
3794,169976,2,0,8
3795,173029,5,0,7
3796,172578,11,0,8
3797,172580,11,0,8
3798,172583,8,0,8
3799,182209,4,0,8
3800,182322,1081,0,8
3801,172711,10,0,8
3802,172712,21,0,8
3803,172717,9,0,8
3804,170542,181,0,8
3805,170076,3,0,0
3806,173075,5,0,4
3807,162638,3,0,8
3808,162985,17,0,8
3809,162991,11,0,8
3810,162992,2,0,8
3811,162997,7,0,8
3812,162998,5,0,8
3813,172723,5,0,8
3814,170573,9,0,8
3815,170574,35,0,8
3816,169777,5,0,8
3817,169958,4,0,8
3818,169970,21,0,8
3819,169973,1,0,8
3820,169775,3,0,8
3821,169776,5,0,8
3822,170174,3,0,6
3823,170391,3,0,5
3824,170049,6,0,8
3825,170577,80,0,8
3826,158389,5,-1,-1
3827,169786,2,0,8
3828,169788,74,0,8
3829,169959,3,0,8
3830,172575,0,0,8
3831,172559,17,0,5
3832,169988,17,0,8
3833,170464,120,0,8
3834,170395,713,0,8
3835,170975,48,0,8
3836,182231,198,0,8
3837,182246,162,0,8
3838,170396,713,0,8
3839,170041,15,0,7
3840,172713,234,0,8
3841,172724,8,0,8
3842,170305,6,0,7
3843,170314,9,0,8
3844,170329,9,0,4
3845,162858,5,0,8
3846,163464,25,0,8
3847,172595,8,0,8
3848,172601,3,0,8
3849,182321,378,0,7
3850,170042,3,0,6
3851,170044,9,0,7
3852,172727,17,0,8
3853,170177,27,0,8
3854,170178,27,0,8
3855,164213,3,0,7
3856,183411,80,0,8
3857,183427,15,0,8
3858,183450,6,0,7
3859,184180,4,0,7
3860,185153,1,0,8
3861,185155,13,0,7
3862,186459,21,0,8
3863,174016,0,0,8
3864,183905,34,0,0
3865,190587,2,0,8
3866,189545,3,0,8
3867,190187,120,0,8
3868,190188,19,0,8
3869,190189,257,0,8
3870,190192,177,0,8
3871,182801,4,0,8
3872,190239,91,0,8
3873,190241,166,0,8
3874,190244,83,0,8
3875,190247,197,0,8
3876,189558,5,0,8
3877,189576,20,0,0
3878,189580,234,0,8
3879,190194,6,0,8
3880,190196,1553,0,8
3881,190197,179,0,8
3882,181424,21,0,8
3883,181425,74,0,8
3884,182804,27,0,8
3885,182805,0,0,8
3886,182806,25,0,8
3887,190052,3,0,8
3888,190604,276,0,8
3889,190590,68,0,7
3890,190591,28,0,3
3891,189871,308,0,8
3892,190195,31,0,8
3893,189497,7,0,1
3894,182774,4,0,8
3895,182778,38,0,8
3896,184606,86,0,8
3897,184607,17,0,8
3898,184608,13,0,8
3899,184611,466,0,8
3900,181426,55,0,8
3901,176510,5,0,0
3902,190592,6,0,8
3903,190593,19,0,8
3904,187738,224,0,8
3905,187739,9,0,8
3906,189531,219,0,8
3907,189520,60,0,8
3908,189522,10,0,8
3909,190184,383,0,8
3910,184612,4,0,8
3911,187622,11,0,8
3912,182777,1,0,8
3913,191324,24,0,7
3914,172098,1175,0,8
3915,191356,7,0,4
3916,190193,409,0,8
3917,190190,217,0,8
3918,189866,99,0,8
3919,189942,801,0,7
3920,191171,11,0,8
3921,189776,579,0,8
3922,189778,144,0,8
3923,189779,1020,0,8
3924,190069,0,0,8
3925,172101,75,0,8
3926,190313,50,0,7
3927,190307,4,0,0
3928,190199,57,0,8
3929,190204,69,0,8
3930,190208,58,0,8
3931,166851,0,0,8
3932,189947,424,0,5
3933,189922,112,0,6
3934,190617,0,0,0
3935,189780,1781,0,8
3936,189784,487,0,8
3937,191070,1,0,0
3938,190243,413,0,7
3939,191227,3,0,8
3940,189955,1146,0,1
3941,189957,96,0,8
3942,189960,31,0,7
3943,190470,2,0,2
3944,191498,99,0,8
3945,188992,918,0,8
3946,187292,26,0,8
3947,190594,7,0,8
3948,190675,0,0,6
3949,190249,60,0,8
3950,178500,28,0,8
3951,178032,25,0,8
3952,191346,38,0,7
3953,188993,593,0,8
3954,190595,8,0,7
3955,190596,4,0,8
3956,190597,24,0,8
3957,190598,350,0,8
3958,190599,4,0,7
3959,190605,169,0,8
3960,190606,6,0,8
3961,191501,49,0,8
3962,191491,569,0,8
3963,191453,406,0,8
3964,176573,57,0,8
3965,189047,8,0,8
3966,189071,6,0,8
3967,189080,2,0,8
3968,183457,31,0,8
3969,184322,36,0,8
3970,184323,25,0,8
3971,184327,18,0,8
3972,183893,7,0,0
3973,184182,9,0,5
3974,184183,5,0,0
3975,183546,14,0,8
3976,185886,77,0,8
3977,179815,2,0,8
3978,184633,42,0,8
3979,184174,0,0,6
3980,173741,1,0,5
3981,184177,7,0,7
3982,184179,6,0,0
3983,165010,10,0,8
3984,183522,7,0,8
3985,183907,9,0,7
3986,186189,2,0,8
3987,189043,3,0,8
3988,175718,0,0,0
3989,181756,23,0,8
3990,168991,6,0,8
3991,195474,0,0,0
3992,183472,10,0,8
3993,184635,78,0,8
3994,180953,705,0,8
3995,184853,13,0,8
3996,184185,4,0,6
3997,184187,3,0,0
3998,186190,7,0,8
3999,190600,222,0,8
4000,190601,1500,0,8
4001,190603,176,0,8
4002,181957,2,0,8
4003,187525,6,0,8
4004,191167,68,0,8
4005,190727,3501,0,8
4006,190954,513,0,8
4007,177533,37,0,8
4008,188487,2,0,8
4009,188515,1,0,8
4010,188490,2,0,8
4011,188505,3,0,8
4012,188433,3,0,7
4013,190935,82,0,8
